3," Cảm nhận đầu tiên của mình là Tiki phục vụ rất tốt, từ khâu CSKH đến các khâu khác. Tuy nhiên, sản phẩm mình nhận về (chiếc điện thoại Vsmart Joy 3) tất cả đều ok, chỉ có điều là khi lắp SIM vào thì máy không nhận được, cứ báo KHÔNG CÓ THẺ SIM, và màn hình hay bị tối lại mặc dù mình không chỉnh độ sáng. Đây là cảm nhận của mình, mong Tiki hỗ trợ giải quyết giúp mình ạ. Cảm ơn Tiki, chúc Tiki ngày càng có nhiều KH hơn nữa."
3,"Sản phẩm phù hợp với giá thành.  Chỉ nên mua sản phẩm cho mục đích sử dụng để nghe gọi hoặc làm máy phụ. Kiểm tra qua phần mềm thì mình có 1 vài đánh giá nhỏ: 3 camera quá thừa về số lượng trong khi đó chất lượng của cam quá kém. Wifi kết nối không ổn định, màn hình tạm ổn trong tầm giá. Hiệu năng ổn. Đội ngũ phát triển phầm mềm quá tệ không đáng đánh giá. Dịch vụ của Tiki khá tốt."
3,"Điện thoại chắc chắn, cứng cáp, liền mạch. Khá là to và nặng. Tuy nhiên nếu dùng ốp lưng thì lúc sạc phải tháo ốp lưng ra. Vì dây sạc nhanh to hơn cái lỗ cắm sạc của ốp lưng. Một lỗi nhỏ thôi nhưng lần sau vinsmart nên chăm chút kỹ hơn Tiki lần này gói hàng rất chán. Chỉ có mỗi hộp bìa bên ngoài không thèm bọc nilong chống sốc. Rất may mở hộp hàng không sao. Lần sau nhưng hàng điện tử tiki nên bọc cẩn thận hơn."
3,"Tiki giao hàng nhanh thật, sản phẩm đẹp, nhưng có vấn đề về màn hình một chút. Mình có đi dán cường lực thì ông chủ dán vài cái mà cái nào cũng bị hơi tràn vào trong góc ở miếng dán màn hình, ông chủ bảo màn hơi bị lệch nên xảy ra trường hợp vậy, @@ rõ chán. Dùng 1 máy nên không chụp hình đăng được"
3,"Điện thoại nguyên seal của vínmart, đóng gói cẩn thận. Tiki bán hàng rất tốt, rất yên tâm khi mua hàng do Tiki trading bán. Đặt giao hàng ở Dĩ An, Bình Dương nên giao hành khá lâu, không được nhanh như ở Thủ Đức dù chỉ cách nhau có 5km"
3,"Sản phẩm tốt trong tầm giá. đã test thử thấy OK hầu hết các tính năng. Tiki giao hàng OK. Tuy nhiên có một chút vấn đề về phần cứng: cảm biến vân tay không hoạt động, đã liên hệ vs vsmart và sẽ review sau khi check lại"
3,"tiki giao hàng nguyên tem, đóng gói kỹ. sản phẩm chính hãng. chỉ có cái là chất lượng vỏ máy hoàn thiện kém. ọp ẹp"
3,"hàng tốt trong tầm giá,tuy nhiên do 2 lần k lấy hàng, nên mình xuống kho lấy hàng, có bạn nữ điều phối thái độ không tốt,khi mình hỏi chỉ lườm 1 phát.không trả lời,cảm thấy thiếu tôn trọng"
3,"sau 3 ngày trải nghiệm sản phẩm dùng rất tốt mượt nhanh camera chụp rất ổn ,phù hợp với giá tiền .chỉ có 1 khuyết điểm duy nhất là giao hàng hơi lâu.nói chung sẽ ủng hộ hàng việt nam"
3,"Cơ bản là ổn! Mới dùng được 2 ngày, thấy pin trâu. Mới cài những app cơ bản nên chạy mượt, không biết cài nhiều như thế nào? Nhưng thấy cơ bản ổn! Phù hợp với các bác trung niên!"
3,"Mình mua cho mẹ dùng, cũng chưa đụng vô sản phẩm. Mẹ kêu là dùng tốt, pin trâu. Tiki đưa cho Giao hàng nhanh giao hàng hàng lâu quá, lâu hơn 2 ngày so với dự kiến."
3,"Hàng tốt hơn mong đợi. Gói gém tốt, mẫu mã đẹp. Cảm hơn tiki nhiều nha. Sẽ luôn ủng hộ tiki"
3,vạch bắt sóng wifi thì thấy yếu nhưng xem youtube vẫn nhanh như 1 số máy trong phân khúc. chip 632 nhưng hiệu ứng chuyển hơi lag cần tối ưu thêm.
3,mới được 1 ngày thì camera bị lỗi   chỉ hộ mình cách khắc phục với ạ  với lại bảo hành như thế nào vậy ??
3,đóng gói kỹ. đặt hàng từ hôm 29/3 đến hôm 3/4 là nhận được hàng. mua giả nợ vì trận đánh nhau nên không có ảnh. giá rẻ nói chung là được. m
3,"màn hình bự thích hợp coi phim chip snap 632, ram 2GB tàm tạm chỉ thích hợp lướt fb và xem youtube pin trâu xài 12 ngày"
3,"joi3 màn hình hơi tối, camera chụp ảnh không được nét. màu sắc không tươi.nhân viên giao hàng thân thiện nhiệt tình"
3,"Giao hàng nhanh, tuy nhiên Tiki nên bọc lớp chống sốc thay vì để mấy tờ giấy như thế này"
3,"camera trước màu hơi tối, không biết do phần cứng hay phần mềm? còn lại mọi thứ ok trong tầm giá, pin trâu."
3,Với giá này cũng ổn rồi.
3,máy sài ok nhưng sạc rất nóng máy không biết máy mình mua bị lỗi hay là do dòng máy Joy3 nó bị vậy
3,"vẫn là tiki giao hàng đóng gói cẩn thận, sản phẩm dùng bình thường chưa có lỗi nào"
3,sản phẩm ổn trong tầm giá 2 triệu
3,rất hài lòng...giao hàng nhanh.. chất lượng tốt ...
3,"Mọi thứ đều ngon lành, mua về là có cập nhật tháng 2 ngay. Máy nóng khi sạc pin do sạc nhanh."
3,Nói chung ủng hộ vsmart hàng tốt giá bình dân
3,"Vô địch trong tầm giá,cho 2 thằng cháu nghịch game mẹo cả buổi chiều còn 50% pin,ghê thiệt"
3,hầu như vsmart joy 3 nào cũng bị lỗi cảm ứng  ( 2 3 ngón cùng lúc là lag di bị giật
3,"giá rẻ ,cấu hình và ngoại hình rất đẹp trong tầm giá"
3,máy mua tháng 8 kích hoạt bảo hành tháng 6  đonmgs hàng cẩn thận
3,"Máy dùng ok, tuy nhiên hơi lag nếu bật chế độ tiết kiệm pin"
3,"hàng ok, nhưng đóng gói chưa chắc chắn, hộp bị móp hết"
3,"sản phẩm đúng như đặt hàng, đúng thời gian giao hàng"
3,sản phẩm tốt. hàng chính hãng. nhưng giao thiếu ốp lưng
3,Khuyên mọi người thêm tiền lên hẳn active 3
3,"giao hàng tốt,nhanh nhưng điện thoại hơi yếu"
3,Ok nhưng không được chuẩn lắm
3,Full setting mượt mà
3,"Sản phẩm dùng pin lâu, hình ảnh âm thanh rõ nét."
3,Máy đẹp fullbox vừa tầm tiền nên k đòi hỏi nhiều
3,điện thoại rẻ ngon nhất trong  trong cùng tầm giá
3,ok mà giao hơi
3,Máy rất đẹp nhưng bắt wifi hơi yếu một chút
3,"hàng việt nam. ok, tạm thời dùng cũng ok"
3,Máy rất ok rất dễ dàng sử dụng
3,giá hợp lý cho thương hiệu Việt
3,Tôi thấy tiện lợi.
3,Sản phẩm quá ổn trong tầm giá!
3,ủng hộ hàng Việt
3,Sử dụng tốt.
3,tầm giá rất ok
3,rất ok
3,"hài lòng với sản phẩm của vsmart, chỉ sợ làm gãy camera popup thôi  ) VOS chưa được linh hoạt, kết nối giữa các phần mềm với kho ảnh để up fb chém gió xạo sự còn lấn cấn Chất lượng ảnh xử lý chưa thật sự mượt mắt Mong các bản update sau sẽ giải quyết tốt"
3,"Cảm nhận đầu tiên khi cầm trên tay là máy đẹp, chắc chắn, màn hình xịn. Camera sau chup chưa ngon, cam trước hình ảnh trung thực . Màn hình tràn viền nên hiển thị rất đã. Mặt lưng rất đẹp và bóng bảy nên dễ bám dấu tay và khó lau sạch. Giá bán và dịch vụ trên tiki là tốt nhất rồi."
3,"Mua cho mẹ dùng thay cho con grand prime cũ. Dùng mượt đẹp, chụp hình, quay phim, xem youtube ok. Phu huynh thích lắm nhưng mấy hôm đầu có 1 vài lỗi, đặc biệt là lỗi khá nghiêm trọng khi không sáng màn hình mặc dù máy bật. Sau khi reset thì từ hôm đó không thấy lỗi, có thể do phần mềm. Nói chung là ok, nếu không có lỗi kia thì mình cho sản phẩm 5 sao."
3,"Điện thoại đẹp, giá rất tốt. Máy ảnh chụp ổn trong tầm giá."
3,"Tiki giao hàng nhanh, đặt sáng chiều giao luôn, nhưng đóng gói điện thoại mà lại chỉ bỏ hộp điện thoại vào hộp tiki không có bọc chống sốc.   Điện thoại giá rẻ nên camera k tốt lắm, gọi video call làm mịn quá nên mặt bị tối mờ, chất lượng thu tiếng không lọc tạp âm gõ nhẹ hay cử động tay chân bên kia nghe rõ. Wifi bắt khoảng cách bình thường thỉnh thoảng lại bị lỗi wifi 1,2s cái này chắc do phần mềm chưa tối ưu. Camera thò thụt ấn nếu rơi thì cũng không thụt vào, khi thò thụt phát ra tiếng kêu lớn. Một số phần mềm không kết nối được như Vmessage ứng dụng nhắn tin của Vsmart mình không biết nên đã đăng nhập cái này nên không có ứng dụng SMS bình thường. Điểm cộng cảm ứng vấn nay nhạy, sử dụng thao tác bình thường mượt. Nhưng với người dùng chỉ sử dụng bình thường không chơi game như mình thì nên chọn điện thoại samsung thì hơn."
3,"Mình mua máy ngày 31|08|2020, máy hay tự động tắt nguồn khởi động lại. cho mình hỏi như vậy bên Tiki có bảo hành cho mình không? mới đầu máy oke nhưng thật sự máy tự khởi động kiểu này rất phiền và mình nghĩ nó lỗi. mong tiki phản hồi giúp mình"
3,"Hàng chính hãng, nguyên hộp , nhân viên chăm sóc kh của tổng đài xử lý chưa chuyên nghiệp khi nv giao hàng giao nhầm được thì đề nghị kh hủy đơn hàng để đặt lại đơn hàng khác. Lần đầu mua hàng trên tk thấy không thích, phiền phức thiếu chuyên nghiệp"
3,"Ngày thứ 3 mới giao đến nơi, làm mình sốt hết cả ruột. Tại các đơn hàng khác 12 là tới rồi.  Máy thì dùng ngon. Lần đầu tiên mua online 1 món đồ mấy triệu lận. Cũng chút lo lắng, nhưng mà nói chung giờ là tốt. Chẳng ở đâu rẻ như tiki."
3,Khá Ok trong tầm giá  Tiki được cái giao hàng nhanh với rẻ hơn khá nhiều đối với nơi khác nên khá kết em này vì ba mình sử dụng nên quá hợp lí  Sạc là 18w mà hơi chậm  còn lại thì lúc khác sẽ đánh giá tiếp
3,"xem trên Youtube có thấy dòng máy này có ứng dụng mở máy bằng nhận diện khuôn mặt,đến khi lấy về không có chức năng đó là sao shop,liệu có phải hàng không chính hãng không shop,cần có câu trả lời thích đáng đi ạ"
3,"Mình mới nhận hàng vào sáng nay, nhưng mình không hiểu tại sao khi để không sử dụng đến hoặc sạc pin điện thoại đều bị nóng máy, mình nhờ Tiki hổ trợ giải thích giúp mình về trường hợp này nhé. Cảm ơn Tiki"
3,Điện thoại tốt ngoài mong đợi. Chỉ có 2 điểm chưa hài lòng là điện thoại không dán sẵn kính cường lực và loa ngoài rất nhỏ. Sử dụng các ứng dụng thông thường đều mượt mà.
3,"máy nguyên seal, đóng gói cẩn thận. tuy nhiên trừ 1* vì lần đầu mở máy không lên nguồn, hóa ra máy cạn kiệt pin phải sạc một lúc mới lên nguồn. để pin kiệt thế này thì nhanh chai lắm"
3,mình mới nhận hàng hôm 08/08. mình đánh giá so với tầm tiền thì quá hợp lý còn bền thì phải cần thời gian mới đánh giá được chỉ có điều sóng hơi yếu cọc sóng chỉ được 1 2 vạch.
3,"Điện thoại đẹp, giá tốt. Nhưng chi thêm tiền ship để nhận sớm ngày hôm sau  thứ 6(3/7). Nhưng đến 8/7 mới nhận được hàng"
3,Mua giá 3.390.000 bản 6G/64G. Phần cứng thì Okay mà phần mềm và hệ điều hành cần được cải thiện. Hi vọng các bản nâng cấp phần mềm sau này sẽ có trải nhiệm mượt mà hơn.
3,"đã mua thành công điện thoại, giao hàng đảm bảo chính hãng, mở lên mới kích hoạt bảo hành, ủng hộ Người Việt dùng hàng việt để đất nước phát triển"
3,"xài được 1 tuần thấy cảm ứng hay bị đơ lắm, lướt face muốn phóng to hình là đơ, coi youtube xoay ngang cái đơ 1 hồi. đó là mình không chơi game gì hết"
3,Hộp rất cũ. Máy chưa active. Mới mới mở máy chưa thử chức năng gì nên chưa có đánh giá cụ thể
3,test vài game nặng thấy không bị nóng. mượt. nhận dạng vân tay ok. nếu xài bền 45 năm mà không giảm chất lượng thì xứng 6 sao cho tầm giá này.
3,"vừa mua xong,máy đẹp giao hàng nhanh,độ bền thì để sử dụng xem rồi đánh giá tiếp,chán mỗi cái không có dán màn hình,giá mà có thì tốt"
3,"quá tuyệt với. giá tiền. tuy nhiên vuốt nhanh máy thi thoảng bị châm.   khi nghe điên thoại chỗ ồn, đông người hơi khó chịu vì  tiếng hơi bé."
3,Máy ổn trong tầm giá. Đã mua hai cái ủng hộ nhà sản xuất trong nước. Sau nếu có mua máy trong phân khúc này sẽ tiếp tục lựa chọn Vsmart!
3,"sản phẩm chính hãng, nguyên hộp, giao hàng đúng hẹn. phầm mềm chưa được hoàn thiện, hy vọng có bản nâng cấp tốt."
3,"Sản phẩm xài tốt nhưng giao hàng quá trễ. Đặt từ thứ 4 tuần trước, mãi đến thứ 4 tuần này mới nhận được"
3,Sản phẩm tốt nhưng nhân viên nói chuyện khá cộc cằn và thô lỗ. Góp ý nhẹ để dịch vụ hoàn thiện hơn
3,"giao hàng lâu, mất 5 ngày mới nhận được hàng. nhờ tiki kích hoạt bảo hành giúp mình"
3,"Giao hàng nhanh, hàng được đóng gói cẩn thân, đúng mẫu mã. Chỉ chất lượng camera không được như kỳ vọng."
3,"Máy đẹp, ổn trong tầm giá nhưng nhân viên giao hàng Tiki lười, giao hàng không có trách nhiệm."
3,san pham ok!!!dap ung tot nhu cau co ban.ANH chj em nao co nhu cau mua cho cac be su dung thi nen mua.
3,Mình hài lòng về sản phẩm nhưng thất vọng về cách đóng gói rất sơ sài của Tiki.
3,"Hài lòng. chả mong đợi gì hơn cho giá hơn 3tr mà 6GB Ram, màn hình Full HD Amoled."
3,"Nguyên seal, dùng ổn trong tầm giá, cần thêm thời gian để trải nghiệm."
3,"Ok trong tầm giá, sài thử xem độ bền ra sao?"
3,"ủng hộ hàng việt nam thôi. loa hơi sôi, sóng hơi yếu. tạm được."
3,vừa mua tiki giá 2850k thì máy giảm ngay còn 2790k. Hơi hẫng hụt chút
3,tốt nhất trong tầm giá. tuy nhiên lại hơi thiếu ốp lưng trên thị trường
3,"Seal đầy đủ , giao hàng nhanh hơn cam kết.  Máy đầy đủ phụ kiện  Hài lòng"
3,nguyên seal. ổn trong tầm giá
3,"Hàng nguyên siu , mà mua về pin hết sạch nên phải sạc"
3,giao hàng ok . sản phẩm đẹp mỗi tội bắt wifi yếu
3,Điện Thoại Vsmart Active 3 (6GB/64GB)  Hàng Chính Hãng rất đẹp
3,"mọi thứ đều ổn, hi vọng ổn định lâu dài"
3,sản phẩm mới ok chúc tiki ngày càng thành công
3,"Hàng giao nhanh chóng , người giao hàng nhiệt tình"
3,Ổn trong tầm giá.
3,Tiki giao hàng nhanh  Điện thoại dùng rất tốt .
3,Phù hợp với giá tiền. Mẫu mã đẹp...
3,"Hàng giống mô tả, đóng gói cẩn thận!"
3,"Hài lòng, còn pin thì chỉ trong 12 tiếng"
3,máy nhanh dùng rất thích màn đep
3,máy dẹp Giao hàng  nhanh tem dầy dũ hài lòng
3,Đủ dùng cho nhu cầu cơ bản
3,"ổn áp , giao nhanh , giá tốt"
3,tạm được với giá thành.
3,"hàng mới, hộp còn tem, đóng gói tốt."
3,"sử dụng cũng OK, wifi bắt sóng yếu"
3,máy ok. sử dụng  rất tốt
3,"Đạt yêu cầu, giá cả hợp lý."
3,thu wifi không tốt cho lắm
3,tôi thấy hài lòng trong tầm giá
3,"điện thoại hơi dày, nặng"
3,loa ngoài hơi nhỏ
3,"Nguyên seal, chính hãng ."
3,loa ngoài sản phẩm hơi rè
3,Tui sẽ mua nữa
3,"hang tot,ok"
3,Hài lòng
3,khá ổn
3,hài lòng
3,giao hàng nhanh. đóng gói hàng cần thận chu đáo. hàng nguyên hộp seri tem mác đầy đủ. bắt đầu dùng cảm thấy ổn
3,Cấu hình này để lướt web xem phim. không chơi game nổi nên bạn nào cần máy chơi game thì bỏ qua nha. Ngoài chơi game thì mọi thứ vẫn mượt trong tầm giá hàng chính hãng.  Cho 4 sao là vì máy không có sẵn ốp lưng. Màu tím nhìn rất nữ tính
3,"vừa mới khui hàng, còn nguyên seal, chưa kích hoạt bảo hành, điện thoại đẹp so với giá tiền, mua cho má xài...để xài thử 1 tháng xem chất lượng thế nào."
3,hài lòng vì giao nhanh nhưng kh hẹn được thời gian giao hàng. thật khó khăn với những người bận rộn. máy thì kh có seal màn hình nhưng cũng ok không trầy xước. sử dụng một thời gian mới biết ổn hay k
3,Tất cả đều ổn . Nhưng sao hộp lại không có nắp ? Không sách hướng dẩn sử dụng . Mặt lưng không có tem mả vạch như các dòng máy khác . chưa sử dụng nên chưa biết thế nào
3,"giao hàng nhanh, tuy đóng hộp đẹp, nhưng lại dễ hư đồ bên trong. đóng 2 hộp, hộp bên trong nhỏ hơn bênh ngoài rất nhiều, nhưng không có xốp gì cả, lắc kêu lộc cộc."
3,"mình nhận máy từ ngày 04/6/20 nhưng cho đến nay chưa kích hoạt bảo hành, đề nghị tiki hỗ trợ kích hoạt, máy tốt, vân tay nhạy, chụp hình ok"
3,"Giao hàng cực nhanh, đúng phân loại hàng đã chọn, hộp sản phẩm còn nguyên seal, không có tai nghe kèm theo, đủ phụ kiện như mô tả. Dùng làm điện thoại dự phòng ổn."
3,"tới thời điểm hiện tại thì tốt tiki kích hoạt bảo hành điện tử cho mình sau hai ngày giao,giao hàng nhanh siêu tốc luôn ,cảm ơn tiki"
3,Điện thoại ổn. Phù hợp với nhu cầu bình thường Chỉ là không kích hoạt được bảo hành Samsung
3,"Sản phẩm tốt trong tầm giá, giao hàng nhanh, hộp nguyên seal, đúng như mô tả sản phẩm trên web"
3,"ĐÃ NHẬN ĐƯỢC HÀNG HỒI CHIỀU , TIKI KÍCH HOẠT BẢO HÀNH CHO MÌNH NHA"
3,"đã nhận được hàng. giao hàng nhanh , máy hình thức ok , mong shop sớm kích hoạt bảo hành."
3,Với số tiền bỏ ra mua mình thấy hài lòng nhờ Tiki kích hoạt bảo hành cho mình ha
3,Màu ánh kim loại không trong như trong hình. Sản phẩm tốt hợp giá tiền
3,"Đặt hai ngày đã có, máy nhẹ, lướt êm, nhưng máy chưa kích hoạt như TGDĐ."
3,Nhìn đẹp giá cả hợp lý.chỉ còn về phần bảo hành máy là hơi khó chút
3,sản phẩm không kèm tai nghe hơi thất vọng nhưng vẫn cho TIKI 4 sao
3,xuất sứ việt nam hay han quốc thì ok hẳn nói chung là được ok sốp
3,"loa thoại nghe nhỏ,nên cho con chơi game"
3,Hàng giao nhanh hộp đóng gói ok..
3,"Hàng chính hãng, giao hàng nhanh"
3,màu đẹp chức năng kiểu dáng tốt
3,dùng được
3,"Hình thức đẹp, cầm vừa tay, dùng khá ổn, chưa thấy trục trặc gì! Chụp ảnh không được đẹp bằng cái Samsung cũ của mình, nhưng pin thì khủng hơn nhiều! Nếu dùng không nhiều thì phải 3 ngày mình mới phải sạc 1 lần! Với tầm giá chưa đến 4,5 triệu mà như này là quá ưng! Cám ơn Tiki!"
3,Hộp còn nguyên tem niêm phong tuy nhiên không có màng bọc bên ngoài.  Hộp sản phẩm không cứng cáp và hơi tệ Giao hàng nhanh. Xài ổn định. Giá rẻ.
3,"Điện thoại nguyên seal, tốt trong tầm giá. tuy nhiên chưa kích hoạt được bảo hành điện tử. Đề nghị tiki hỗ trợ"
3,"Trước mắt, sản phẩm rất ok sau này không biết thế nào. Nhưng giao hàng quá chậm,cả tuần mới nhận được."
3,Nhìn chung sản phẩm tốt. Có một dấu cộm nhỏ trên lưng sản phẩm nhưng gắn ốp lưng thì che được.
3,hàng nguyên đai giao hàng nhanh  nhưng chưa kích hoạt đươc bảo hành điện tử của samsung
3,"Dung lượng pin lớn, hiệu năng tốt trong tầm giá, hài lòng"
3,"hàng full box, nguyên seal,  nhưng giao hàng còn hơi lâu"
3,kích hoạt bảo hành online kiểu gì vậy shop
3,"ngon, bổ, rẻ, thả haha, tim, sad,... trong mess hơi lag, pin trâu cực, nhận diện mọi thứ khá nhanh, độ phân giải màn hình không ngon, chơi game đồ hoạ TB siêu mượt"
3,đóng gói gọn máy chưa bóc tem ms xài nên chưa ns hết được hài lòng và sản phẩm
3,"tốc độ khá mượt, tuy nhiên màn hình hơi chói, dù hạ độ sáng xuống thấp,"
3,Hàng mới 100% đóg goi cẩn thận máy đẹp nếu có tay nghe kem theo nua thi om hon
3,so vơi realme thi may hơi bị nặng.  tầm giá nay xai vây la ngon rồi
3,rất hài lòng nhưng sao không có tai nghe
3,rất tốt giá bình dân.mọi người nên mua
3,hàng rất tốt tôi cảm ơn ad
3,bình thường
3,pin sài lâu
3,sản phẩm y như trong hộp nhưng không có tai nghe và trong ứng dụng trò chơi có một số ứng dụng không nên có Nói chung là tốt
3,"trước mắt tạm ổn chưa có vấn đề gì đáng kể ,nhưng  vỏ chưa được chắc chắn lắm nhìn mỏng manh quá rớt chắc là banh ,còn phần máy tạm thời on"
3,"Hàng nguyên seal ok, mà sao không thấy phiếu bảo hành or sms bảo hành điện tử"
3,"Tiki hỗ trợ bảo hành giúp mình vì hiện trạng loa trong rất nhỏ, đàm thoại phải mở loa ngoài mới nghe rõ."
3,"Máy ok, đẹp, nhưng có ứng dụng rác, không xoá được, dịch vụ giao hàng tiki tốt, nhanh, đóng gói cẩn thận."
3,"riêng e loại sản phẩm nầy rất tốt, nhưng sau này không biết nó ra làm sao thôi"
3,Cảm ơn shop tiki Vậy là tôi đã nhận hàng giống như sản phẩm đã đặt
3,"Hài Lòng Kích cỡ nhỏ vừa tay, màu tươi xinh, chức năng nghe gọi tốt"
3,"điện thoại tương đối ổn, pin lâu. hiện chưa có vấn đề gì"
3,"Loa hơi nhỏ, phải bật loa ngoài nếu chạy ngoài đường"
3,"sản phẩm tốt, đóng gói cẩn thận đang dùng ổn định !"
3,dùng tốt
3,"Hàng sử dụng tốt, đúng tầm tiền đã bỏ.Loa rõ, pin tốt, cấu hình tạm ổn.Duy có cái chụp ảnh trước sau thì màu k đẹp và thật lắm.Còn đâu là ưng. Dòng mới nên đi mua vỏ hơi khó, chắc phải chờ tầm 1 tháng nữa mới có hàng nên hơi xót vỏ vì vỏ ngoài nhựa giống kim loại, sang nhưng dễ xước."
3,Rất hài lòng trong mức giá này. Đáp ứng được các yêu cầu cơ bản về học tập và giải trí. Sau khi nhận máy được hai ngày thì tôi được Samsung báo số bảo hành điện tử một năm. Hy vọng chiếc tablet này có thể đồng hành học tập cùng con tôi lâu dài.
3,"Máy phù hợp với việc xem phim, youtube hay các game nhẹ. Màn hình máy sắc nét cùng với màu săc rõ ràng. Loa to, rõ. Điểm yếu của máy là có cấu hình chỉ vừa đủ nên nhiều khi chơi game hoặc khi sử dụng tính năng chia đôi màn hình thì máy chạy chậm. Nhìn chung với khoảng 3 triệu thì máy rất đáng đồng tiền."
3,"Các bác đã dùng máy này, cho em hỏi thăm là bàn phím gõ không phát âm thanh hả mọi người. Em đã mò mẫm trong phần cài đặt âm/cài đặt bàn phím nhưng vẫn không thấy. Chỉ có tải laban key về thì gõ mới có tiếng"
3,"Dùng cơ bản, coi film , nghe nhạc , chỉ chạy game nhẹ , màng hình trung bình , phù hợp vơi người lớn tuổi , tóm lại là cân xứng với mức giá 3050000đ"
3,Mình mua chủ yếu cho trẻ học anh văn thì quá ổn. Nhưng màn hình cảm ứng có cảm giác không nhạy lắm và màu sắc k đẹp. Nên ai có ý định mua để chơi game thì k nên.
3,"máy tốt cho nhu cầu xem youtube, lướt web. Riêng mình định mua để đọc trong thời gian dài như kindle thì rất nhanh mỏi mắt"
3,"Sản phẩm phù hợp tầm giá, chất lượng ok"
3,"Tiki giao hàng nhanh. Hỗ trợ nhanh chóng, rất hài lòng về khâu chăm sóc kh. Máy tb mua cho bé dùng, máy xài ổn so với mức tiền"
3,với mức giá này thì quá ổn k dám chê bai gì nhiều. Nhưng công nhận là thao tác của máy rất chậm
3,"Máy chạy tốt, pin dùng lâu. Camera trước hơi mờ, chơi game lâu nóng máy. Với tầm giá này thì ok lắm rồi"
3,Thi thoang bi giat xem phim cung tam cau hinh không cao May chi de cho con trai dung tam thui
