1,Vỏ ốp tai nghe không có đèn báo hiệu. Chất lượng âm thanh kém. Tín hiệu chập chờn.
1,"Bị treo khi khởi động lại bằng App Tether. Phải khởi động thủ công bằng tay (tắt và mở lại nguồn) , Khởi động hơn 02 phút , khá là lâu so với các thiết bị router tầm trung khác. (kiểm tra cùng các hãng technicolor 7200 , tplink WR840N) Mặc dù quảng cáo là chuẩn N max 450Mb nhưng chất lượng chậm còn thua các router chuẩn N max 300Mb. (kiểm tra cùng đường truyền 20Mb , chắc không đạt chuẩn rồi) Băng tần 2.4G thì phát quá yếu , cách 4m và qua 1 lớp cửa gỗ thôi đã mất 3/4 cột sóng (đo bằng điện thoại samsung) Nên : trong cùng tầm giá 500k nên chọn router AC băng tần kép có khi tận dụng được băng tần 5G lại ổn hơn. Hoặc chọn router chuẩn N max 300M là hợp lý."
1,"Chuột dùng rất ổn trong gần 4 tháng đầu nhưng sau đó đột ngột không sử dụng được nữa (đêm hôm trước dùng bt , sáng hôm sau bật lên đèn nhưng chuột không di chuyển) Mình mua 2 con , 1 ở Tiki và 1 ở Shopee , cách nhau 1 tuần , và 2 con hỏng cách nhau đúng 1 tuần , có thể có vấn đề ở dòng sản phẩm này. Mình đã phải yêu cầu bảo hành từ TIKI. Để chờ sau bảo hành như thế nào mình sẽ update tiếp. nếu ổn sẽ chấm lại sao để đảm bảo công bằng cho shop."
1,"Đặt hàng ngày 6/4 lịch giao hàng ngày 13/4 cùng ngày mình khi kiểm tra chưa tiếp nhận và đóng hàng gửi đi , Mình phải gửi yêu cầu xứ lý đơn hàng mới bắt đầu xử lý đơn hàng và gửi đi đến ngày 16/4 mình mới nhận được hàng.Khi sử dụng đầu tín hiệu không nhận trên PC (Mình có 1 đầu cũ nhận bình thường)"
1,"Đặt hàng từ mùng 2/9 đến 10/9 mới nhận được . Đóng gói cẩn thận 2 lớp hộp , Sản phẩm không giống mô tả. Vừa cắm vào thì âm thanh nhỏ , 1 lúc sau không nghe thế dù đã chỉnh.Từ lúc nhận sản phẩm đến khi không nghe được nữa vỏn vẹn 15 phút"
1,"đặt màu đen giao màu trắng . đã giao sai màu còn lựa sản phẩm bị hư , chưa dùg mà nắp mặt dưới đồng hồ đã bung . pin thì hỏg phòng xộp lên . hộp sản phẩm thì móp méo trong khi hộp tiki đóng gói thì nguyên vẹn . shop không uy tín . cũng may phản hồi tiki đã ghi nhận , thu hồi và hoàn tiền ngay trong 2 ngày"
1,"Dây cắm ngắn nên chỉ cổ thể cắm trực tiếp vào máy ( nếu dây dài mình sẽ cắm riêng với ổ điện để không làm hao tổn pin của máy). Mà cắm trực tiếp vào máy thì không những không tản nhiệt được mà còn làm máy nóng hơn , còn dễ bị chai pin nữa. Quạt yếu , đặt tay lên rất khó để cảm nhận được gió thổi từ cánh quạt."
1,dây chất lượng không phải cat5e . 1 đầu không phải đầu đúc .
1,"Hàng không đúng mô tả , Có 4 lỗ bắt ốc thay vì 3 như mô tả. không có nắp đậy cổng SATA . kiểm tra serial number trên trang chủ Apacer báp lỗi ""Invalid|"" Tiki xem lại và giải quyêt dùm (có phải hàng giả không ?)"
1,"Hàng lỗi , hàng đã qua sử dụng chỉ nghe được một tai sạc tai nghe không vào yêu cầu tiki thu hồi lại hàng và đổi lại hàng mới"
